Reg_Code,Reg_Name,Dis_Code,Dis_Name,Ward_Code,Ward_Name,Division,PCode,total_both,total_male,total_fema,rural_both,rural_male,urban_both,urban_male,urban_fema,rural_fema,area_km2,status,ward_type,Pop_Den
03,Kilimanjaro,03,Same,211,Chome,Suji - Chome,0303211,5893,2924,2969,5893,2924,0,0,0,2969,74.023456,1,Rural,80
03,Kilimanjaro,03,Same,221,Suji,Suji - Chome,0303221,8776,4377,4399,8776,4377,0,0,0,4399,59.825952,1,Rural,147
03,Kilimanjaro,03,Same,233,Makanya,Suji - Chome,0303233,10629,5321,5308,4740,2446,5889,2875,3014,2294,446.457845,3,Mixed,24
03,Kilimanjaro,03,Same,243,Hedaru,Suji - Chome,0303243,18476,8749,9727,2304,1105,16172,7644,8528,1199,167.856475,3,Mixed,110
03,Kilimanjaro,03,Same,251,Kirangare,Mshewa,0303251,5528,2667,2861,5528,2667,0,0,0,2861,31.532004,1,Rural,175
03,Kilimanjaro,03,Same,262,Kisima,Same,0303262,9885,4119,5766,0,0,9885,4119,5766,0,20.342520,2,Urban,486
03,Kilimanjaro,03,Same,272,Stesheni,Same,0303272,6860,3289,3571,0,0,6860,3289,3571,0,178.961375,2,Urban,38
03,Kilimanjaro,03,Same,281,Vumari,Same,0303281,5908,2971,2937,5908,2971,0,0,0,2937,471.772775,1,Rural,13
03,Kilimanjaro,03,Same,291,Mabilioni,Suji - Chome,0303291,6570,3256,3314,6570,3256,0,0,0,3314,315.318388,1,Rural,21
03,Kilimanjaro,03,Same,301,Kalemawe,Ndungu,0303301,4248,2134,2114,4248,2134,0,0,0,2114,349.366413,1,Rural,12
03,Kilimanjaro,03,Same,311,Lugulu,Bombo,0303311,6460,3231,3229,6460,3231,0,0,0,3229,34.780048,1,Rural,186
03,Kilimanjaro,04,Moshi,011,Mwika Kusini,Vunjo Mashariki,0304011,19645,9591,10054,19645,9591,0,0,0,10054,55.958677,1,Rural,351
03,Kilimanjaro,04,Moshi,021,MwikaKaskazini,Vunjo Mashariki,0304021,21177,10387,10790,21177,10387,0,0,0,10790,18.144255,1,Rural,1167
03,Kilimanjaro,04,Moshi,031,Mamba Kaskazini,Vunjo Mashariki,0304031,9065,4366,4699,9065,4366,0,0,0,4699,9.914857,1,Rural,914
03,Kilimanjaro,04,Moshi,041,Mamba Kusini,Vunjo Mashariki,0304041,10060,4888,5172,10060,4888,0,0,0,5172,12.453398,1,Rural,808
03,Kilimanjaro,04,Moshi,051,Marangu Mashariki,Vunjo Mashariki,0304051,23734,11455,12279,23734,11455,0,0,0,12279,26.739809,1,Rural,888
03,Kilimanjaro,04,Moshi,061,Marangu Magharibi,Vunjo Mashariki,0304061,18976,9132,9844,18976,9132,0,0,0,9844,20.197699,1,Rural,940
03,Kilimanjaro,04,Moshi,073,Makuyuni,Vunjo Mashariki,0304073,22442,10781,11661,6134,3056,16308,7725,8583,3078,51.347675,3,Mixed,437
03,Kilimanjaro,04,Moshi,081,Kilema Kaskazini,Vunjo Magharibi,0304081,9669,4592,5077,9669,4592,0,0,0,5077,10.358787,1,Rural,933
03,Kilimanjaro,04,Moshi,091,Kilema Kusini,Vunjo Magharibi,0304091,22711,11114,11597,22711,11114,0,0,0,11597,52.420232,1,Rural,433
03,Kilimanjaro,04,Moshi,101,KiruaVunjo Mashariki,Vunjo Magharibi,0304101,8657,4306,4351,8657,4306,0,0,0,4351,23.259443,1,Rural,372
03,Kilimanjaro,04,Moshi,111,KiruaVunjo Magharibi,Vunjo Magharibi,0304111,12840,6266,6574,12840,6266,0,0,0,6574,33.818049,1,Rural,380
03,Kilimanjaro,04,Moshi,121,Kahe,Vunjo Magharibi,0304121,19142,9581,9561,19142,9581,0,0,0,9561,191.788690,1,Rural,100
03,Kilimanjaro,04,Moshi,131,Kahe Mashariki,Vunjo Magharibi,0304131,11384,5789,5595,11384,5789,0,0,0,5595,78.342544,1,Rural,145
03,Kilimanjaro,04,Moshi,141,Old Moshi Mashariki,Hai Mashariki,0304141,9528,4575,4953,9528,4575,0,0,0,4953,14.297531,1,Rural,666
03,Kilimanjaro,04,Moshi,151,Old Moshi Magharibi,Hai Mashariki,0304151,8100,4036,4064,8100,4036,0,0,0,4064,33.067016,1,Rural,245
03,Kilimanjaro,04,Moshi,161,Mbokomu,Hai Mashariki,0304161,14606,7036,7570,14606,7036,0,0,0,7570,26.298903,1,Rural,555
03,Kilimanjaro,04,Moshi,171,Uru Mashariki,Hai Mashariki,0304171,14781,7248,7533,14781,7248,0,0,0,7533,26.884798,1,Rural,550
03,Kilimanjaro,04,Moshi,181,Uru Shimbwe,Hai Mashariki,0304181,6107,2844,3263,6107,2844,0,0,0,3263,21.045664,1,Rural,290
03,Kilimanjaro,04,Moshi,191,Uru Kusini,Hai Mashariki,0304191,22904,11065,11839,22904,11065,0,0,0,11839,23.820941,1,Rural,962
03,Kilimanjaro,04,Moshi,201,Uru Kaskazini,Hai Mashariki,0304201,11081,5331,5750,11081,5331,0,0,0,5750,44.070870,1,Rural,251
03,Kilimanjaro,04,Moshi,211,Mabogini,Hai Mashariki,0304211,28992,14320,14672,28992,14320,0,0,0,14672,68.966189,1,Rural,420
03,Kilimanjaro,04,Moshi,221,Arusha Chini,Hai Mashariki,0304221,13960,7227,6733,13960,7227,0,0,0,6733,173.662214,1,Rural,80
03,Kilimanjaro,04,Moshi,231,Kibosho Mashariki,Kibosho,0304231,14148,6374,7774,14148,6374,0,0,0,7774,57.229458,1,Rural,247
03,Kilimanjaro,04,Moshi,241,Kibosho Kati,Kibosho,0304241,10258,4613,5645,10258,4613,0,0,0,5645,27.224505,1,Rural,377
03,Kilimanjaro,04,Moshi,251,Kibosho Magharibi,Kibosho,0304251,20291,9737,10554,20291,9737,0,0,0,10554,37.451222,1,Rural,542
03,Kilimanjaro,04,Moshi,261,Kindi,Kibosho,0304261,21391,10222,11169,21391,10222,0,0,0,11169,31.549339,1,Rural,678
03,Kilimanjaro,04,Moshi,271,KiruaVunjo Kusini,Vunjo Magharibi,0304271,19378,9455,9923,19378,9455,0,0,0,9923,94.382284,1,Rural,205
